1130,10.5
3880,8.5
1189,13.5
1803,11.5
796,12.5
3045,11.5
511,11.5
2274,16.5
4161,12.5
1160,10.5
2840,10.5
1293,11.5
3964,6.5
3145,14.5
2491,11.5
2282,11.5
3668,11.5
2616,10.5
1510,11.5
3148,13.5
756,21.5
2436,24.5
627,9.5
2383,17.5
412,12.5
3920,9.5
3643,9.5
2313,17.5
2385,13.5
1165,10.5
2314,15.5
3179,9.5
2237,18.5
328,9.5
3312,18.5
403,11.5
327,13.5
3593,9.5
812,7.5
55,9.5
1391,10.5
1082,8.5
2651,9.5
3097,12.5
3789,11.5
1330,10.5
3193,21.5
1023,11.5
3140,21.5
4016,10.5
1986,5.5
3660,11.5
674,24.5
1493,9.5
477,18.5
2617,10.5
847,11.5
3562,9.5
1255,8.5
1212,6.5
1303,10.5
846,12.5
2771,10.5
1474,10.5
3252,13.5
3419,9.5
597,14.5
1810,10.5
1498,12.5
3639,9.5
982,10.5
3094,10.5
2774,10.5
136,8.5
2848,10.5
3104,11.5
664,20.5
1183,9.5
3908,10.5
1070,7.5
4088,10.5
3945,7.5
998,9.5
1606,11.5
432,19.5
3679,11.5
265,12.5
1248,9.5
1935,13.5
1679,13.5
413,13.5
3158,10.5
2264,15.5
4142,14.5
1893,11.5
1801,11.5
110,10.5
3753,9.5
1832,9.5
3315,10.5
1844,8.5
171,8.5
193,9.5
2498,16.5
242,6.5
1368,11.5
3618,12.5
3092,12.5
3831,11.5
2504,7.5
2233,18.5
2920,11.5
3592,12.5
389,10.5
1170,10.5
2882,10.5
2331,16.5
923,7.5
1355,12.5
2070,12.5
357,19.5
701,15.5
78,12.5
1382,10.5
3468,12.5
2611,9.5
390,11.5
3293,14.5
957,7.5
3508,10.5
2579,8.5
1472,10.5
906,7.5
65,9.5
876,10.5
409,9.5
952,8.5
1294,10.5
355,21.5
1169,9.5
3009,5.5
459,12.5
711,12.5
3521,4.5
3559,11.5
1868,9.5
1821,10.5
1667,12.5
1601,10.5
989,10.5
950,7.5
1957,17.5
3314,12.5
2321,15.5
1315,10.5
303,7.5
3266,12.5
1895,12.5
1492,12.5
855,10.5
1061,7.5
3547,10.5
2020,10.5
2460,15.5
1312,10.5
2529,9.5
2079,10.5
1476,10.5
3290,13.5
2440,14.5
1344,11.5
4071,9.5
2292,10.5
317,11.5
249,8.5
365,20.5
820,8.5
4030,8.5
3999,7.5
1280,9.5
3098,9.5
509,17.5
92,14.5
3966,7.5
3899,5.5
1901,11.5
2518,9.5
1202,13.5
2723,8.5
2410,11.5
3971,7.5
3919,12.5
2158,15.5
2629,7.5
2721,9.5
1362,13.5
1128,9.5
2083,12.5
2574,9.5
18,8.5
3285,14.5
398,13.5
1041,11.5
1630,10.5
702,10.5
2543,11.5
1631,13.5
109,10.5
3344,14.5
3100,11.5
1594,8.5
117,11.5
3074,12.5
1354,11.5
2642,8.5
1508,12.5
3840,10.5
1988,6.5
1839,12.5
1173,11.5
1446,6.5
4066,8.5
1527,13.5
2653,10.5
2874,9.5
2372,13.5
1770,7.5
105,13.5
2932,11.5
1841,8.5
3988,9.5
1754,14.5
1805,10.5
3214,15.5
1859,11.5
207,9.5
3713,12.5
2870,8.5
1422,13.5
3879,16.5
2572,8.5
867,13.5
1214,7.5
2652,10.5
3023,9.5
2707,10.5
524,5.5
1702,10.5
948,7.5
2261,12.5
141,11.5
1593,9.5
1964,11.5
2644,9.5
970,9.5
2533,11.5
24,11.5
2106,15.5
1053,5.5
775,12.5
3823,10.5
3734,11.5
689,12.5
1756,15.5
4149,7.5
13,11.5
238,4.5
255,16.5
3579,10.5
2030,11.5
2427,7.5
953,8.5
737,13.5
3519,11.5
3779,11.5
1746,11.5
1789,10.5
3770,10.5
4094,14.5
3702,12.5
1399,12.5
1345,11.5
3929,17.5
882,18.5
1711,10.5
3504,11.5
840,9.5
931,7.5
1013,11.5
11,11.5
2880,9.5
1196,12.5
57,9.5
972,9.5
3187,9.5
1420,12.5
617,8.5
3380,6.5
80,10.5
1462,8.5
2435,15.5
1845,9.5
2084,13.5
1600,8.5
3862,11.5
2122,12.5
576,11.5
2355,14.5
1445,7.5
1722,10.5
1706,11.5
1251,7.5
2635,8.5
1846,8.5
917,8.5
2779,10.5
960,8.5
2251,14.5
2883,9.5
1511,11.5
480,30.5
302,9.5
2416,19.5
3792,14.5
3081,15.5
2544,11.5
1385,12.5
2190,12.5
3553,10.5
3885,8.5
2999,12.5
369,18.5
973,12.5
914,8.5
692,12.5
768,12.5
2855,12.5
1232,8.5
789,13.5
2301,11.5
1533,7.5
1531,6.5
1395,11.5
471,11.5
1414,10.5
3218,15.5
2679,10.5
525,5.5
1946,13.5
2345,18.5
3937,14.5
3465,10.5
1649,11.5
2697,11.5
741,9.5
3733,11.5
2469,14.5
1284,10.5
2907,11.5
1556,8.5
1080,8.5
1655,9.5
1281,10.5
1576,9.5
1324,12.5
2957,12.5
3489,9.5
1182,12.5
3698,11.5
3027,9.5
3063,10.5
2513,9.5
3638,9.5
1700,13.5
3358,6.5
3819,9.5
673,22.5
321,5.5
1,8.5
3972,9.5
759,16.5
2859,12.5
3967,7.5
4,8.5
112,10.5
3933,7.5
214,15.5
2729,8.5
473,12.5
1149,10.5
53,11.5
1773,11.5
2991,9.5
3911,11.5
1027,9.5
3387,19.5
3951,14.5
3418,9.5
266,15.5
2302,10.5
2658,9.5
3613,12.5
4076,9.5
3478,8.5
3219,17.5
2388,11.5
342,13.5
370,17.5
3146,15.5
201,14.5
1840,9.5
1669,11.5
4005,10.5
2252,15.5
4103,11.5
1103,8.5
1337,11.5
943,8.5
3777,10.5
594,13.5
1364,13.5
1965,12.5
2191,16.5
1915,12.5
3735,10.5
2581,7.5
1575,8.5
2661,10.5
2312,9.5
3556,10.5
900,5.5
2235,14.5
2509,7.5
1682,12.5
1622,10.5
2255,13.5
2696,10.5
1753,11.5
2447,7.5
3326,13.5
4017,12.5
1719,12.5
2594,10.5
2516,11.5
2455,7.5
3905,7.5
1404,11.5
783,7.5
935,8.5
217,8.5
2876,8.5
1618,12.5
1609,9.5
1659,11.5
718,5.5
71,9.5
3927,13.5
175,8.5
688,12.5
1699,14.5
2675,11.5
254,16.5
641,14.5
4107,8.5
3264,13.5
1769,8.5
2555,7.5
240,18.5
3673,11.5
2361,13.5
1267,9.5
3339,13.5
2146,12.5
453,12.5
2147,13.5
3410,7.5
3993,13.5
2289,11.5
1541,8.5
1715,10.5
1516,11.5
2360,12.5
3019,9.5
1703,11.5
3974,9.5
660,19.5
2850,11.5
2443,12.5
1867,10.5
849,11.5
1536,6.5
2495,13.5
59,8.5
2023,10.5
605,14.5
1627,10.5
79,15.5
3960,12.5
767,10.5
4029,8.5
86,14.5
1204,12.5
1515,12.5
298,12.5
1741,11.5
467,14.5
2113,8.5
1554,9.5
2310,14.5
2024,12.5
3567,11.5
4084,11.5
2535,12.5
3653,10.5
1779,10.5
3671,11.5
3516,12.5
1574,9.5
640,8.5
2963,13.5
2899,9.5
153,11.5
2816,7.5
2378,13.5
4109,9.5
1096,8.5
1006,12.5
1081,7.5
2043,8.5
1968,13.5
376,12.5
239,6.5
1215,6.5
3542,9.5
1676,11.5
3376,7.5
288,10.5
2401,13.5
2695,10.5
3527,8.5
2499,20.5
3785,10.5
3415,10.5
2248,7.5
2063,9.5
2021,10.5
3049,10.5
197,17.5
540,16.5
1228,5.5
3271,18.5
422,14.5
67,14.5
2744,12.5
2270,19.5
2620,11.5
1451,9.5
1521,13.5
911,8.5
3496,9.5
1047,13.5
3626,11.5
3979,7.5
2193,7.5
2463,18.5
2599,9.5
3684,12.5
95,15.5
536,12.5
2115,4.5
2997,10.5
244,9.5
4089,10.5
3587,11.5
1634,11.5
792,10.5
1005,10.5
4100,10.5
2904,10.5
3755,9.5
2965,10.5
2419,11.5
1316,10.5
887,10.5
3466,10.5
1969,13.5
1138,10.5
2552,7.5
1890,12.5
1495,9.5
784,6.5
2178,16.5
2135,13.5
3764,11.5
2488,15.5
3640,8.5
443,11.5
251,14.5
3207,16.5
3705,10.5
29,12.5
460,12.5
3863,19.5
2468,9.5
322,12.5
2058,9.5
1942,10.5
802,10.5
128,20.5
922,7.5
1865,8.5
2923,14.5
3827,12.5
3572,10.5
3493,9.5
1603,10.5
324,8.5
2072,9.5
2914,10.5
2913,10.5
3566,10.5
912,8.5
3199,10.5
1692,11.5
760,16.5
1926,12.5
2936,12.5
1947,13.5
2727,8.5
2096,12.5
4096,13.5
927,9.5
3876,17.5
985,11.5
2683,12.5
614,16.5
549,12.5
2297,9.5
2340,12.5
3093,12.5
2476,19.5
4133,12.5
782,11.5
3010,7.5
747,10.5
3248,12.5
2593,10.5
714,10.5
2975,7.5
4146,11.5
2607,10.5
1545,8.5
1873,10.5
3437,9.5
520,4.5
2554,8.5
2966,11.5
1693,10.5
506,13.5
146,11.5
356,14.5
493,16.5
4069,9.5
3460,10.5
1272,9.5
2646,8.5
3912,16.5
3135,10.5
2857,12.5
1106,10.5
2806,10.5
44,5.5
2497,13.5
3143,5.5
289,11.5
2838,10.5
3227,14.5
2298,8.5
2060,10.5
1751,11.5
2356,14.5
1122,10.5
3220,12.5
4052,14.5
2026,10.5
1870,9.5
1090,7.5
368,13.5
961,10.5
684,11.5
287,18.5
616,13.5
1133,10.5
3824,8.5
4110,10.5
1720,10.5
2832,10.5
4112,10.5
2732,9.5
2684,10.5
2984,11.5
1608,10.5
3246,14.5
100,8.5
3873,6.5
531,14.5
454,15.5
3740,12.5
2768,12.5
3006,12.5
281,8.5
